Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Adjusted_User_score
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06,,,,,,, 
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,Rainbow Studios,E,41
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,39,HB Studios Multimedia,E,19
ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.06,,,,,,, 
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06,,,3,4,EKO Software,E,30
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06,,,,,,, 
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.01,0,0.05,0,0.06,,,,,,, 
7 Days to Die,Xbox One,2016,Action,Telltale Games,0.03,0.02,0,0,0.05,35,17,5.2,74,The Fun Pimps Entertainment LLC,M,52
Ghostbusters (2016),PS4,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,, 
Adventure Time: Finn & Jake Investigations,Xbox One,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,,,,,, 
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,52,64,3.5,282,Inti Creates,E10+,35
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05,43,9,7.8,110,Team Ninja,,78
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05,,,,,,, 
Dead Island Definitive Collection,Xbox One,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,67,10,4.9,18,Techland,M,49
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+,65
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.05,,,,,,, 
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,76,39,8,57,Tripwire Interactive,M,80
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,,,,,, 
Bladestorm: Nightmare,Xbox One,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T,71
Wasteland 2,Xbox One,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,77,13,7.1,56,InXile Entertainment,M,71
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05,,,,,,, 
Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0,0,0.05,,,,,,, 
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.05,0,0.05,,,,,,, 
R.B.I. Baseball 2016,Xbox One,2016,Sports,MLB.com,0.05,0,0,0.01,0.05,,,,,,, 
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0,0.05,0,0,0.05,,,6.2,18,Behaviour Interactive,E10+,62
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,81,17,8.3,29,5pb,M,83
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0,0.05,,,,,,, 
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,, 
Ghostbusters (2016),Xbox One,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,, 
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0,0.05,78,22,7.4,41,Sega,T,74
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0,0,0.01,0.05,,,,,,, 
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,64,45,5.7,98,Volition Inc.,M,57
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E,38
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft Montreal,E10+,80
Pro Evolution Soccer 2017,Xbox One,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,E,61
XCOM 2,Xbox One,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40,Firaxis Games,T,81
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12,Milestone S.r.l,E,80
Resident Evil 6,Xbox One,2016,Shooter,Capcom,0.04,0,0,0,0.05,63,12,6.3,34,Capcom,M,63
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.05,,,,,,, 
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04,71,28,8.1,73,Milestone S.r.l,E,81
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31,Rebellion,T,70
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38,PlatinumGames,T,60
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T,81
Brothers: A Tale of Two Sons,Xbox One,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,T,89
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",T,69
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12,Wicked Witch Software,E,68
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,72,26,8.3,19,5pb,T,83
Terraria,Xbox One,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,29,Engine Software,T,77
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,0.04,78,6,6.6,30,Capcom,M,66
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04,,,,,,, 
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,Omega Force,, 
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0,0.04,,,7.8,11,Kojima Productions,M,78
Don Bradman Cricket 14,Xbox One,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04,,,,,,, 
Warriors Orochi 3,Xbox One,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04,,,,,,, 
NASCAR Heat Evolution,Xbox One,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0,0.04,,,1.6,10,Dusenberry Martin Racing,E,16
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,7.9,16,Tri-Ace,T,79
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,69,44,6.4,83,"Climax Group, Climax Studios",T,64
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.04,0,0.04,,,,,,, 
Just Dance 2017,Xbox One,2016,Misc,Ubisoft,0.03,0,0,0,0.04,75,5,8,6,Ubisoft Paris,E10+,80
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0,0.01,0.04,,,,,,, 
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,0,0.04,,,,,,, 
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03,,,,,,, 
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0,0.03,73,70,7.5,580,Sucker Punch,T,75
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,53,9,5.1,22,Cyanide,E,51
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01,0.03,77,15,6.9,15,Gearbox Software,M,69
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,,,,,,, 
Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0,0,0.03,,,5.2,6,Little Orbit,E,52
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,61,35,7.4,44,CyberConnect2,T,74
YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Misc,Level 5,0,0,0.03,0,0.03,,,,,,, 
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.01,0.03,73,12,tbd,,Ubisoft Paris,E10+, 
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0,0,0.01,0.03,,,tbd,,Voxler,T, 
Trine 2,WiiU,2012,Platform,Atlus,0,0.03,0,0,0.03,,,,,,, 
Game of Thrones (Telltale),Xbox One,2015,Adventure,Telltale Games,0.03,0,0,0,0.03,,,,,,, 
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,Media Vision,, 
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0,0.03,,,,,,, 
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0.01,0.03,80,18,8,19,"Introversion, Double Eleven",M,80
MotoGP 15,Xbox One,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,65,9,,,Milestone S.r.l,, 
The Golf Club,Xbox One,2014,Sports,Unknown,0.03,0,0,0,0.03,64,15,5.4,59,HB Studios Multimedia,E,54
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0,0.03,78,23,7.6,19,Team 17,E10+,76
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,, 
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0,0,0.03,52,26,5.2,29,Ubisoft Paris,E10+,52
Terraria,WiiU,2016,Action,505 Games,0,0.03,0,0,0.03,,,6.9,7,"Engine Software, Re-Logic",T,69
Valentino Rossi: The Game,Xbox One,2016,Racing,Namco Bandai Games,0.01,0.02,0,0,0.03,74,5,8.1,7,Milestone S.r.l,E,81
Batman: A Telltale Game Series,Xbox One,2016,Adventure,Telltale Games,0.02,0.01,0,0,0.03,,,4.3,7,Telltale Games,M,43
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,,Omega Force,, 
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0,0,0.03,48,9,4.6,78,Inti Creates,E10+,46
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.03,88,31,8.4,124,Croteam,E10+,84
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0,0,0.03,,,,,,, 
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0,0,0.03,,,,,,, 
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0,0.01,0,0.03,82,4,6.6,8,Blue Castle Games,M,66
MX vs. ATV Supercross Encore,Xbox One,2015,Sports,Nordic Games,0.02,0,0,0,0.03,45,4,tbd,,Rainbow Studios,, 
The Technomancer,Xbox One,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.03,68,12,7.4,55,Spiders,M,74
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0,0,0.01,0.03,,,,,,, 
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,, 
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03,59,4,6.6,19,"Activision, Behaviour Interactive",E,66
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.03,57,11,7.8,9,Acquire,T,78
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.03,67,17,6.2,12,Microids,T,62
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0,0,0,0.03,,,tbd,,"Atari, Atari SA",E, 
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.03,62,22,6.4,11,"Neon Studios, Kaiko",E10+,64
Duke Nukem 3D: 20th Anniversary World Tour,Xbox One,2016,Shooter,Gearbox Software,0.02,0,0,0,0.03,70,4,tbd,,Gearbox Software,M, 
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02,,,,,,, 
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0,0.02,67,8,tbd,,Dracue,E10+, 
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,0.02,0,0,0.02,,,3.9,8,Monkey Bar Games,E,39
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0,0,0.02,,,,,,, 
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,7.1,81,Compile Heart,T,71
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0,0,0,0.02,,,tbd,,"Atari, Atari SA",E, 
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,,,7.6,7,Big Ant Studios,E,76
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,62,31,6.5,36,The Tangentlemen,M,65
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,,,,,,, 
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,52,13,7.9,34,"Edge Entertainment, Anima Project",T,79
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,31,22,4.5,66,"The Digital Lounge, Dino Dini",,45
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0,0,0,0.02,,,5.5,8,Game Machine Studios,E,55
Rugby World Cup 2015,Xbox One,2015,Sports,Ubisoft,0,0.02,0,0,0.02,,,4.3,7,HB Studios Multimedia,E,43
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,, 
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,55,19,4.7,34,"Mediascape, CUBETYPE",E10+,47
Atari Flashback Classics: Volume 1,Xbox One,2016,Misc,Atari,0.02,0,0,0,0.02,,,tbd,,"Atari, Atari SA",E, 
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,0.02,0,0,0.02,58,5,5.8,30,Rebellion,M,58
Paragon,PS4,2016,Action,Epic Games,0.02,0,0,0,0.02,,,6.1,96,Epic Games,,61
Atari Flashback Classics: Volume 2,Xbox One,2016,Misc,Atari,0.02,0,0,0,0.02,,,tbd,,"Atari, Atari SA",E, 
Carmageddon: Max Damage,Xbox One,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12,Stainless Games,M,71
Resident Evil 4 HD,Xbox One,2016,Shooter,Capcom,0.02,0,0,0,0.02,,,,,,, 
Arslan: The Warriors of Legend,Xbox One,2016,Action,Tecmo Koei,0.01,0,0,0,0.02,,,5.8,12,Omega Force,T,58
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0,0.02,79,9,8.5,15,Nordic Games Publishing,M,85
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,40,4,5.8,18,Koei,M,58
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,, 
Resident Evil 5 HD,Xbox One,2016,Action,Capcom,0.02,0,0,0,0.02,,,,,,, 
Mighty No. 9,Xbox One,2016,Platform,Deep Silver,0.02,0,0,0,0.02,55,13,4.2,94,Inti Creates,E10+,42
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,, 
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,, 
The Crew: Wild Run,Xbox One,2015,Action,Ubisoft,0,0.02,0,0,0.02,65,5,6.6,21,Ivory Tower,T,66
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53,Radical Entertainment,M,20
Back to the Future: The Game,Xbox One,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,,,7.3,7,Telltale Games,T,73
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02,,,,,,, 
This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,,,,,,, 
Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02,,,,,,, 
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,, 
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29,HB Studios Multimedia,T,60
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0,0,0,0.02,,,tbd,,Cauldron Ltd.,T, 
Broken Sword 5: The Serpent's Curse,Xbox One,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11,Revolution Software,T,72
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5,Ubisoft,T,78
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02,,,,,,, 
Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02,,,,,,, 
Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,,,,,,, 
Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,, 
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,, 
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,, 
Dead Rising 2,Xbox One,2016,Action,Capcom,0.01,0,0,0,0.02,,,tbd,,Blue Castle Games,M, 
Mark McMorris Infinite Air,Xbox One,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,,,7.1,18,HB Studios Multimedia,T,71
Pac-Man Championship Edition 2 + Arcade Game Series,Xbox One,2016,Action,Namco Bandai Games,0.01,0,0,0,0.02,,,,,,, 
Assetto Corsa,Xbox One,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27,Kunos Simulazioni,E,67
King's Quest: The Complete Collection,PS4,2016,Adventure,Activision,0.01,0,0,0,0.02,,,tbd,,The Odd Gentlemen,E10+, 
Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,72,35,5.8,29,"Camouflaj, LLC",M,58
WRC 5: FIA World Rally Championship,Xbox One,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01,,,,,,, 
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01,66,13,6.2,13,Sony Interactive Entertainment,E10+,62
Dead Rising,Xbox One,2016,Action,Capcom,0.01,0,0,0,0.01,,,8.8,12,Capcom,M,88
Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01,,,,,,, 
Psycho-Pass,Xbox One,2014,Adventure,5pb,0,0,0.01,0,0.01,,,,,,, 
Rocksmith 2014 Edition Remastered,Xbox One,2016,Misc,Ubisoft,0.01,0,0,0,0.01,,,tbd,,Ubisoft,T, 
Darksiders: Warmastered Edition,Xbox One,2016,Action,Nordic Games,0.01,0,0,0,0.01,80,13,7.9,14,Nordic Games Publishing,M,79
Worms: WMD,Xbox One,2016,Action,Sold Out,0.01,0,0,0,0.01,75,24,8.1,7,Team 17,E10+,81
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01,,,tbd,,KING Art,T, 
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01,,,2.8,11,"Torus Games, Little Orbit",E,28
Prototype: Biohazard Bundle,Xbox One,2016,Action,Activision,0.01,0,0,0,0.01,56,4,3.1,14,Radical Entertainment,M,31
Agatha Christie's The ABC Murders,Xbox One,2016,Adventure,Microids,0.01,0,0,0,0.01,66,7,7.5,8,Microids,,75
Crows: Burning Edge,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,, 
Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01,,,,,,, 
Goat Simulator,Xbox One,2016,Simulation,Koch Media,0,0.01,0,0,0.01,53,15,6.3,63,Coffee Stain Studios,T,63
Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01,,,,,,, 
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,0.01,0,0,0.01,67,9,7.1,35,"Neon Studios, Kaiko",E10+,71
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01,70,26,7.4,72,"Nintendo, Nintendo Software Technology",E,74
R.B.I. Baseball 2016,PS4,2016,Sports,MLB.com,0.01,0,0,0,0.01,,,,,,, 
Super Dungeon Bros,PS4,2016,Action,Nordic Games,0.01,0,0,0,0.01,42,9,2.3,7,React Games,E10+,23
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,, 
Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,Bigben Interactive,0.01,0,0,0,0.01,70,27,6.8,64,Frogwares,T,68
Root Letter,PS4,2016,Adventure,PQube,0,0,0.01,0,0.01,69,13,7.5,11,Kadokawa,,75
Shin Hayarigami 2,PS4,2016,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01,,,,,,, 
Ride 2,Xbox One,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,,,8.2,6,Milestone S.r.l,E,82
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01,82,9,8.3,20,Headstrong Games,E,83
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,61,9,7.9,14,Kalypso,T,79
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,5.5,39,Stainless Games,M,55
Rugby League Live 3,Xbox One,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01,,,7.1,10,Big Ant Studios,E,71
Assassin's Creed Chronicles,Xbox One,2016,Action,Ubisoft,0,0.01,0,0,0.01,,,6.8,8,Climax Studios,T,68
Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,,,,,,, 
Hitman (2016),Xbox One,2016,Action,Square Enix,0,0.01,0,0,0.01,,,,,,, 
Rabbids Invasion: The Interactive TV Show,Xbox One,2014,Misc,Ubisoft,0,0.01,0,0,0.01,,,,,,, 
Saints Row: Gat out of Hell,Xbox One,2015,Action,Deep Silver,0,0.01,0,0,0.01,65,16,6,27,Volition Inc.,M,60
Sébastien Loeb Rally Evo,Xbox One,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,63,8,8.2,22,Milestone S.r.l,E,82
Rugby Challenge 3,Xbox One,2016,Sports,Alternative Software,0,0.01,0,0,0.01,,,6.6,5,Wicked Witch Software,E,66
ZombiU,Xbox One,2016,Action,Ubisoft,0,0.01,0,0,0.01,,,,,,, 
Fast Racing Neo ,WiiU,2016,Action,Nintendo,0,0.01,0,0,0.01,81,46,8.5,151,Shin'en,E,85
Prison Architect,Xbox One,2016,Action,Introversion Software,0.01,0,0,0,0.01,74,13,6.7,7,"Introversion, Double Eleven",,67
Metal Gear Solid V: The Definitive Experience,Xbox One,2016,Action,Konami Digital Entertainment,0.01,0,0,0,0.01,,,tbd,,Kojima Productions,M, 
